Major clade,APGIV family,Full species name and authority,INTRO
Eudicots,Haloragaceae,Myriophyllum integrifolium (Hook.f.) Hook.f.,
Eudicots,Haloragaceae,Myriophyllum muelleri Sond.,
Eudicots,Haloragaceae,Myriophyllum pedunculatum Hook.f. subsp. pedunculatum,
Eudicots,Haloragaceae,Myriophyllum pedunculatum subsp. longibracteolatum (Schindl.) Orchard,
Eudicots,Haloragaceae,Myriophyllum salsugineum Orchard,
Eudicots,Haloragaceae,Myriophyllum simulans Orchard,
Eudicots,Haloragaceae,Myriophyllum variifolium Hook.f.,
Eudicots,Hypericaceae,Hypericum androsaemum L.,i
Eudicots,Hypericaceae,Hypericum calycinum L.,i
Eudicots,Hypericaceae,Hypericum gramineum G.Forst.,
Eudicots,Hypericaceae,Hypericum japonicum Thunb.,
Eudicots,Hypericaceae,Hypericum perforatum subsp. veronense (Schrank) H.Lindb.,i
Eudicots,Hypericaceae,Hypericum pulchrum L.,i
Eudicots,Hypericaceae,Hypericum pusillum Choisy,
Eudicots,Hypericaceae,Hypericum tetrapterum Fr. var. tetrapterum,i
Eudicots,Lamiaceae,Ajuga australis R.Br.,
Eudicots,Lamiaceae,Ajuga reptans L.,i
Eudicots,Lamiaceae,Cedronella canariensis (L.) Webb & Berthel.,i
Eudicots,Lamiaceae,Lamium amplexicaule L.,i
Eudicots,Lamiaceae,Lamium argentatum (Smejkal) Henker ex G.H.Loos,i
Eudicots,Lamiaceae,Lamium purpureum L.,i
Eudicots,Lamiaceae,Lavandula stoechas L. subsp. stoechas,i
Eudicots,Lamiaceae,Leonotis leonurus (L.) R.Br.,i
Eudicots,Lamiaceae,Lycopus australis R.Br.,
Eudicots,Lamiaceae,Marrubium vulgare L.,i
Eudicots,Lamiaceae,Melissa officinalis L.,i
Eudicots,Lamiaceae,Mentha × piperita L.,i
Eudicots,Lamiaceae,Mentha australis R.Br.,
Eudicots,Lamiaceae,Mentha diemenica Spreng. var. diemenica,
Eudicots,Lamiaceae,Mentha diemenica var. serpyllifolia (Benth.) J.H.Willis,
Eudicots,Lamiaceae,Mentha pulegium L.,i
Eudicots,Lamiaceae,Mentha spicata L.,i
Eudicots,Lamiaceae,Nepeta cataria L.,i
Eudicots,Lamiaceae,Prostanthera lasianthos Labill.,
Eudicots,Lamiaceae,Prostanthera rotundifolia R.Br.,
Eudicots,Lamiaceae,Prunella laciniata (L.) L.,i
Eudicots,Lamiaceae,Prunella vulgaris L.,i
Eudicots,Lamiaceae,Salvia verbenaca L. var. verbenaca,i
Eudicots,Lamiaceae,Scutellaria humilis R.Br.,
Eudicots,Lamiaceae,Stachys arvensis (L.) L.,i
Eudicots,Lamiaceae,Stachys palustris L.,i
Eudicots,Lamiaceae,Teucrium corymbosum R.Br.,
Eudicots,Lamiaceae,Teucrium scorodonia L.,i
Eudicots,Lamiaceae,Westringia angustifolia R.Br.,
Eudicots,Lamiaceae,Westringia brevifolia Benth.,
Eudicots,Lamiaceae,Westringia rigida R.Br.,
Eudicots,Lamiaceae,Westringia rubiifolia R.Br.,
Eudicots,Lentibulariaceae,Utricularia australis R.Br.,
Eudicots,Lentibulariaceae,Utricularia barkeri R.W.Jobson,
Eudicots,Lentibulariaceae,Utricularia dichotoma Labill. subsp. dichotoma,
Eudicots,Lentibulariaceae,Utricularia dichotoma subsp. maritima R.W.Jobson,
Eudicots,Lentibulariaceae,Utricularia dichotoma subsp. monanthos (Hook.f.) R.W.Jobson,
Eudicots,Lentibulariaceae,Utricularia lateriflora R.Br.,
Eudicots,Lentibulariaceae,Utricularia oppositiflora R.Br.,
Eudicots,Lentibulariaceae,Utricularia tenella R.Br.,
Eudicots,Lentibulariaceae,Utricularia uniflora R.Br.,
Eudicots,Lentibulariaceae,Utricularia violacea R.Br.,
Eudicots,Linaceae,Linum bienne Mill.,i
Eudicots,Linaceae,Linum catharticum L.,i
Eudicots,Linaceae,Linum marginale A.Cunn.,
Eudicots,Linaceae,Linum trigynum L.,i
Eudicots,Linaceae,Linum usitatissimum L.,i
Eudicots,Loganiaceae,Mitrasacme pilosa Labill. var. pilosa,
Eudicots,Loganiaceae,Mitrasacme pilosa var. stuartii Hook.f.,
Eudicots,Loganiaceae,Mitrasacme serpyllifolia R.Br.,
Eudicots,Loganiaceae,Phyllangium distylis (F.Muell.) Dunlop,
Eudicots,Loganiaceae,Phyllangium divergens (Hook.f.) Dunlop,
Eudicots,Loganiaceae,Schizacme archeri (Hook.f.) Dunlop,
Eudicots,Loganiaceae,Schizacme montana (Hook.f. ex Benth.) Dunlop,
Eudicots,Lythraceae,Lythrum hyssopifolia L.,
Eudicots,Lythraceae,Lythrum junceum Banks & Sol.,i
Eudicots,Lythraceae,Lythrum salicaria L.,
Eudicots,Malvaceae,Anisodontea capensis (L.) D.M.Bates,i
Eudicots,Malvaceae,Asterotrichion discolor (Hook.) Melville,
Eudicots,Malvaceae,Gynatrix pulchella (Willd.) Alef.,
Eudicots,Malvaceae,Hermannia hyssopifolia L.,i
Eudicots,Malvaceae,Lasiopetalum baueri Steetz,
Eudicots,Malvaceae,Lasiopetalum discolor Hook.,
Eudicots,Malvaceae,Lasiopetalum macrophyllum Graham,
Eudicots,Malvaceae,Lasiopetalum micranthum Hook.f.,
Eudicots,Malvaceae,Lawrencia spicata Hook.,
Eudicots,Malvaceae,Lawrencia squamata Nees,?i
Eudicots,Malvaceae,Malva arborea (L.) Webb & Berthel.,i
Eudicots,Malvaceae,Malva moschata L.,i
Eudicots,Malvaceae,Malva neglecta Wallr.,i
Eudicots,Malvaceae,Malva nicaeensis All.,i
Eudicots,Malvaceae,Malva parviflora L.,i
Eudicots,Malvaceae,Malva preissiana Miq.,
Eudicots,Malvaceae,Malva pseudolavatera Webb & Berthel.,i
Eudicots,Malvaceae,Malva sylvestris L.,i
Eudicots,Malvaceae,Modiola caroliniana (L.) G.Don,i
Eudicots,Mazaceae,Mazus pumilio R.Br.,
Eudicots,Menyanthaceae,Liparophyllum exaltatum (Sol. ex Sims) Tippery & Les,
Eudicots,Menyanthaceae,Liparophyllum exiguum (F.Muell.) Tippery & Les,
Eudicots,Menyanthaceae,Liparophyllum gunnii Hook.f.,
Eudicots,Menyanthaceae,Ornduffia reniformis (R.Br.) Tippery & Les,
Eudicots,Menyanthaceae,Ornduffia umbricola (Aston) Tippery & Les var. umbricola,
Eudicots,Montiaceae,Calandrinia calyptrata Hook.f.,
Eudicots,Montiaceae,Calandrinia ciliata (Ruiz & Pav.) DC.,i
Eudicots,Montiaceae,Calandrinia eremaea Ewart,
Eudicots,Montiaceae,Calandrinia granulifera Benth.,
Eudicots,Montiaceae,Montia australasica (Hook.f.) Pax & K.Hoffm.,
Eudicots,Montiaceae,Montia fontana subsp. chondrosperma (Fenzl) Walters,
Eudicots,Myrtaceae,Baeckea gunniana Schauer,
Eudicots,Myrtaceae,Baeckea leptocaulis Hook.f.,
Eudicots,Myrtaceae,Calytrix tetragona Labill.,
Eudicots,Myrtaceae,Eucalyptus amygdalina Labill.,
Eudicots,Myrtaceae,Eucalyptus archeri Maiden & Blakely,
Eudicots,Myrtaceae,Eucalyptus barberi L.A.S.Johnson & Blaxell,
Eudicots,Myrtaceae,Eucalyptus brookeriana A.M.Gray,
Eudicots,Myrtaceae,Eucalyptus coccifera Hook.f.,
Eudicots,Myrtaceae,Eucalyptus cordata Labill. subsp. cordata,
Eudicots,Myrtaceae,"Eucalyptus cordata subsp. quadrangulosa D.Nicolle, B.M.Potts & McKinnon",
Eudicots,Myrtaceae,Eucalyptus dalrympleana subsp. lutruwita D.Nicolle,
Eudicots,Myrtaceae,Eucalyptus globulus Labill. subsp. globulus,
Eudicots,Myrtaceae,Eucalyptus globulus subsp. pseudoglobulus (Naudin) J.B.Kirkp.,
Eudicots,Myrtaceae,Eucalyptus gunnii Hook.f. subsp. gunnii,
Eudicots,Myrtaceae,Eucalyptus gunnii subsp. divaricata (McAulay & Brett) B.M.Potts,
Eudicots,Myrtaceae,Eucalyptus johnstonii Maiden,
Eudicots,Myrtaceae,Eucalyptus morrisbyi Brett,
Eudicots,Myrtaceae,Eucalyptus nebulosa A.M.Gray,
Eudicots,Myrtaceae,Eucalyptus nitens (H.Deane & Maiden) Maiden,i
Eudicots,Myrtaceae,Eucalyptus nitida Hook.f.,
Eudicots,Myrtaceae,Eucalyptus obliqua L'Hér.,
Eudicots,Myrtaceae,Eucalyptus ovata Labill. var. ovata,
Eudicots,Myrtaceae,Eucalyptus pauciflora Sieber ex Spreng. subsp. pauciflora,
Eudicots,Myrtaceae,Eucalyptus perriniana F.Muell. ex Rodway subsp. perriniana,
Eudicots,Myrtaceae,Eucalyptus pulchella Desf.,
Eudicots,Myrtaceae,Eucalyptus radiata Sieber ex DC. subsp. radiata,
Eudicots,Myrtaceae,Eucalyptus regnans F.Muell.,
Eudicots,Myrtaceae,Eucalyptus risdonii Hook.f.,
Eudicots,Myrtaceae,Eucalyptus rodwayi R.T.Baker & H.G.Sm.,
Eudicots,Myrtaceae,Eucalyptus rubida H.Deane & Maiden subsp. rubida,
Eudicots,Myrtaceae,Eucalyptus sieberi L.A.S.Johnson,
Eudicots,Myrtaceae,Eucalyptus subcrenulata Maiden & Blakely,
Eudicots,Myrtaceae,Eucalyptus tasmaniensis (Boland) D.Nicolle,
Eudicots,Myrtaceae,Eucalyptus tenuiramis Miq.,
Eudicots,Myrtaceae,Eucalyptus urnigera Hook.f.,
Eudicots,Myrtaceae,Eucalyptus vernicosa Hook.f.,
Eudicots,Myrtaceae,Eucalyptus viminalis Labill. subsp. viminalis,
Eudicots,Myrtaceae,Eucalyptus viminalis subsp. ×hentyensis Brooker & Slee,
Eudicots,Myrtaceae,"Eucalyptus willisii Ladiges, Humphries & Brooker",
Eudicots,Myrtaceae,Euryomyrtus parviflora Miq.,
Eudicots,Myrtaceae,Euryomyrtus ramosissima (A.Cunn.) Trudgen,
Eudicots,Myrtaceae,Kunzea ambigua (Sm.) Druce,
Eudicots,Myrtaceae,Kunzea ericoides (A.Rich.) Joy Thomps.,i
Eudicots,Myrtaceae,Leptospermum glaucescens S.Schauer,
Eudicots,Myrtaceae,"Leptospermum grandiflorum Lodd., G.Lodd. & W.Lodd.",
Eudicots,Myrtaceae,Leptospermum laevigatum (Gaertn.) F.Muell.,
Eudicots,Myrtaceae,Leptospermum lanigerum (Sol. ex Aiton) Sm.,
Eudicots,Myrtaceae,Leptospermum nitidum Hook.f.,
Eudicots,Myrtaceae,Leptospermum petersonii F.M.Bailey,i
Eudicots,Myrtaceae,Leptospermum riparium D.I.Morris,
Eudicots,Myrtaceae,Leptospermum rupestre Hook.f.,
Eudicots,Myrtaceae,Leptospermum scoparium J.R.Forst. & G.Forst.,
Eudicots,Myrtaceae,Melaleuca armillaris (Sol. ex Gaertn.) Sm. subsp. armillaris,
Eudicots,Myrtaceae,Melaleuca ericifolia Sm.,
Eudicots,Myrtaceae,Melaleuca gibbosa Labill.,
Eudicots,Myrtaceae,Melaleuca pallida (Bonpl.) Craven,
Eudicots,Myrtaceae,Melaleuca pustulata Hook.f.,
Eudicots,Myrtaceae,Melaleuca squamea Labill.,
Eudicots,Myrtaceae,Melaleuca squarrosa Donn ex Sm.,
Eudicots,Myrtaceae,Melaleuca virens Craven,
Eudicots,Myrtaceae,Syzygium smithii (Poir.) Nied.,i
Eudicots,Myrtaceae,Thryptomene micrantha Hook.f.,
Eudicots,Nothofagaceae,Nothofagus cunninghamii (Hook.) Oerst.,
Eudicots,Nothofagaceae,Nothofagus gunnii (Hook.f.) Oerst.,
Eudicots,Nyctaginaceae,Mirabilis jalapa L.,i
Eudicots,Oleaceae,Fraxinus angustifolia Vahl subsp. angustifolia,i
Eudicots,Oleaceae,Ligustrum vulgare L.,i
Eudicots,Oleaceae,Notelaea ligustrina Vent.,
Eudicots,Onagraceae,Epilobium billardiereanum Ser. ex DC. subsp. billardiereanum,
Eudicots,Onagraceae,Epilobium billardiereanum subsp. cinereum (A.Rich.) P.H.Raven & Engelhorn,
Eudicots,Onagraceae,Epilobium billardiereanum subsp. intermedium P.H.Raven & Engelhorn,
Eudicots,Onagraceae,Epilobium ciliatum Raf.,i
Eudicots,Onagraceae,Epilobium curtisiae P.H.Raven,
Eudicots,Onagraceae,Epilobium fugitivum P.H.Raven & Engelhorn,
Eudicots,Onagraceae,Epilobium gunnianum Hausskn.,
Eudicots,Onagraceae,Epilobium hirtigerum A.Cunn.,
Eudicots,Onagraceae,Epilobium obscurum Schreb.,i
Eudicots,Onagraceae,Epilobium pallidiflorum Sol. ex A.Cunn.,
Eudicots,Onagraceae,Epilobium perpusillum Hausskn.,
Eudicots,Onagraceae,Epilobium rotundifolium G.Forst.,i
Eudicots,Onagraceae,Epilobium sarmentaceum Hausskn.,
Eudicots,Onagraceae,Epilobium tasmanicum Hausskn.,
Eudicots,Onagraceae,Epilobium willisii P.H.Raven & Engelhorn,
Eudicots,Onagraceae,Fuchsia magellanica Lam.,i
Eudicots,Onagraceae,Oenothera biennis L.,i
Eudicots,Onagraceae,Oenothera glazioviana Micheli,i
Eudicots,Onagraceae,Oenothera stricta Ledeb. ex Link subsp. stricta,i
Eudicots,Orobanchaceae,Bartsia trixago L.,i
Eudicots,Orobanchaceae,Euphrasia amphisysepala W.R.Barker,
Eudicots,Orobanchaceae,Euphrasia amplidens W.R.Barker,
Eudicots,Orobanchaceae,Euphrasia collina R.Br. subsp. collina,
Eudicots,Orobanchaceae,Euphrasia collina subsp. deflexifolia (Gand.) W.R.Barker,
Eudicots,Orobanchaceae,Euphrasia collina subsp. diemenica (Spreng.) W.R.Barker,
Eudicots,Orobanchaceae,Euphrasia collina subsp. Dukes Marshes (A.Moscal 861) Tas Herbarium ,
Eudicots,Orobanchaceae,Euphrasia collina subsp. gunnii (Du Rietz) W.R.Barker,
Eudicots,Orobanchaceae,Euphrasia collina subsp. Northwest Tasmania (M.Visoiu 216) Tas Herbarium ,
Eudicots,Orobanchaceae,Euphrasia collina subsp. tasmanica (Gand.) W.R.Barker,
Eudicots,Orobanchaceae,Euphrasia collina subsp. tetragona (R.Br.) W.R.Barker,
Eudicots,Orobanchaceae,Euphrasia fragosa W.R.Barker,
Eudicots,Orobanchaceae,Euphrasia gibbsiae Du Rietz subsp. gibbsiae,
Eudicots,Orobanchaceae,Euphrasia gibbsiae subsp. comberi (Du Rietz) W.R.Barker,
Eudicots,Orobanchaceae,Euphrasia gibbsiae subsp. discolor W.R.Barker,
Eudicots,Orobanchaceae,Euphrasia gibbsiae subsp. kingii (W.M.Curtis) W.R.Barker,
Eudicots,Orobanchaceae,Euphrasia gibbsiae subsp. microdonta W.R.Barker,
Eudicots,Orobanchaceae,Euphrasia gibbsiae subsp. Mt Anne (A.M.Buchanan 5109) Tas Herbarium ,
Eudicots,Orobanchaceae,Euphrasia gibbsiae subsp. Mt Field (W.R.Barker 1187) Tas Herbarium ,
Eudicots,Orobanchaceae,Euphrasia gibbsiae subsp. psilantherea (F.Muell.) W.R.Barker,
Eudicots,Orobanchaceae,Euphrasia gibbsiae subsp. pulvinestris W.R.Barker,
Eudicots,Orobanchaceae,Euphrasia gibbsiae subsp. wellingtonensis W.R.Barker,
Eudicots,Orobanchaceae,Euphrasia hookeri Wettst.,
Eudicots,Orobanchaceae,Euphrasia phragmostoma W.R.Barker,
Eudicots,Orobanchaceae,Euphrasia scabra R.Br.,
Eudicots,Orobanchaceae,Euphrasia semipicta W.R.Barker,
Eudicots,Orobanchaceae,Euphrasia sp. Bivouac Bay (W.R.Barker 7626 et al.) W.R.Barker ,
Eudicots,Orobanchaceae,Euphrasia striata R.Br.,
Eudicots,Orobanchaceae,Orobanche minor Sm.,i
Eudicots,Orobanchaceae,Parentucellia latifolia (L.) Caruel,i
Eudicots,Orobanchaceae,Parentucellia viscosa (L.) Caruel,i
Eudicots,Oxalidaceae,Oxalis articulata Savigny,i
Eudicots,Oxalidaceae,Oxalis corniculata L. subsp. corniculata,i
Eudicots,Oxalidaceae,Oxalis exilis A.Cunn.,
Eudicots,Oxalidaceae,Oxalis incarnata L.,i
Eudicots,Oxalidaceae,Oxalis latifolia Kunth,i
Eudicots,Oxalidaceae,Oxalis magellanica G.Forst.,
Eudicots,Oxalidaceae,Oxalis perennans Haw.,
Eudicots,Oxalidaceae,Oxalis pes-caprae L.,i
Eudicots,Oxalidaceae,Oxalis purpurea L.,i
Eudicots,Oxalidaceae,Oxalis radicosa A.Rich.,
Eudicots,Oxalidaceae,Oxalis rubens Haw.,
Eudicots,Papaveraceae,Argemone ochroleuca Sweet subsp. ochroleuca,i
Eudicots,Papaveraceae,Eschscholzia californica Cham.,i
Eudicots,Papaveraceae,Fumaria bastardii Boreau,i
Eudicots,Papaveraceae,Fumaria densiflora DC.,i
Eudicots,Papaveraceae,Fumaria muralis Sond. ex W.D.J.Koch subsp. muralis,i
Eudicots,Papaveraceae,Glaucium flavum Crantz,i
Eudicots,Papaveraceae,Papaver aculeatum Thunb.,i
Eudicots,Papaveraceae,Papaver argemone L.,i
Eudicots,Papaveraceae,Papaver dubium L.,i
Eudicots,Papaveraceae,Papaver hybridum L.,i
Eudicots,Papaveraceae,Papaver rhoeas L.,i
Eudicots,Papaveraceae,Papaver somniferum L. subsp. somniferum,i
Eudicots,Papaveraceae,Papaver somniferum subsp. setigerum (DC.) Arcang.,i
Eudicots,Passifloraceae,Passiflora cinnabarina Lindl.,?i
Eudicots,Passifloraceae,Passiflora tarminiana Coppens & V.E.Barney,i
Eudicots,Phrymaceae,Erythranthe moschata (Douglas ex Lindl.) G.L.Nesom,i
Eudicots,Phrymaceae,Glossostigma elatinoides (Benth.) Benth. ex Hook.f.,
Eudicots,Phrymaceae,Thyridia repens (R.Br.) W.R.Barker & Beardsley,
Eudicots,Phyllanthaceae,Phyllanthus australis Hook.f.,
Eudicots,Phyllanthaceae,Phyllanthus gunnii Hook.f.,
Eudicots,Phyllanthaceae,Poranthera microphylla Brongn.,
Eudicots,Phyllanthaceae,Poranthera petalifera (Orchard & J.B.Davies) Halford & R.J.F.Hend.,
Eudicots,Phytolaccaceae,Phytolacca octandra L.,i
Eudicots,Picrodendraceae,Micrantheum hexandrum Hook.f.,
Eudicots,Picrodendraceae,Micrantheum serpentinum Orchard,
Eudicots,Picrodendraceae,Pseudanthus divaricatissimus (Müll.Arg.) Benth.,
Eudicots,Picrodendraceae,Pseudanthus ovalifolius F.Muell.,
Eudicots,Pittosporaceae,Billardiera heterophylla (Lindl.) L.W.Cayzer & Crisp,i
Eudicots,Pittosporaceae,Billardiera longiflora Labill.,
Eudicots,Pittosporaceae,Billardiera macrantha Hook.f.,
Eudicots,Pittosporaceae,Billardiera mutabilis Salisb.,
Eudicots,Pittosporaceae,Billardiera ovalis Lindl.,
Eudicots,Pittosporaceae,Bursaria spinosa Cav. subsp. spinosa,
Eudicots,Pittosporaceae,Pittosporum bicolor Hook.,
Eudicots,Pittosporaceae,Pittosporum crassifolium Banks & Sol. ex A.Cunn.,i
Eudicots,Pittosporaceae,Pittosporum eugenioides A.Cunn.,i
Eudicots,Pittosporaceae,Pittosporum tenuifolium Gaertn.,i
Eudicots,Pittosporaceae,Pittosporum undulatum subsp. × emmettii W.M.Curtis,i
Eudicots,Pittosporaceae,Pittosporum undulatum Vent.,i
Eudicots,Pittosporaceae,"Rhytidosporum inconspicuum L.W.Cayzer, Crisp & I.Telford",
Eudicots,Pittosporaceae,Rhytidosporum procumbens (Hook.) F.Muell.,
Eudicots,Plantaginaceae,Antirrhinum majus L.,i
Eudicots,Plantaginaceae,Callitriche brachycarpa Hegelm.,
Eudicots,Plantaginaceae,Callitriche sonderi Hegelm.,
Eudicots,Plantaginaceae,Callitriche stagnalis Scop.,i
Eudicots,Plantaginaceae,Callitriche umbonata Hegelm.,
Eudicots,Plantaginaceae,"Cymbalaria muralis G.Gaertn., B.Mey. & Scherb.",i
Eudicots,Plantaginaceae,Digitalis purpurea L.,i
Eudicots,Plantaginaceae,Gratiola nana Benth.,
Eudicots,Plantaginaceae,Gratiola peruviana L.,
Eudicots,Plantaginaceae,Gratiola pubescens R.Br.,
Eudicots,Plantaginaceae,Gratiola pumilo F.Muell.,
Eudicots,Plantaginaceae,Kickxia elatine (L.) Dumort. subsp. elatine,i
Eudicots,Plantaginaceae,Limosella australis R.Br.,
Eudicots,Plantaginaceae,Linaria vulgaris Mill.,i
Eudicots,Plantaginaceae,Ourisia integrifolia R.Br.,
Eudicots,Plantaginaceae,Plantago antarctica Decne.,
Eudicots,Plantaginaceae,Plantago australis Lam.,i
Eudicots,Plantaginaceae,Plantago bellidioides Decne.,
Eudicots,Plantaginaceae,Plantago brownii F.Dietr.,
Eudicots,Plantaginaceae,Plantago coronopus L. subsp. coronopus,i
Eudicots,Plantaginaceae,Plantago coronopus subsp. commutata (Guss.) Pilg.,i
Eudicots,Plantaginaceae,Plantago debilis R.Br.,
Eudicots,Plantaginaceae,Plantago gaudichaudii Barnéoud,
Eudicots,Plantaginaceae,Plantago glabrata Hook.f.,
Eudicots,Plantaginaceae,"Plantago glacialis B.G.Briggs, Carolin & Pulley",
Eudicots,Plantaginaceae,Plantago gunnii Hook.f.,
Eudicots,Plantaginaceae,Plantago hispida R.Br.,
Eudicots,Plantaginaceae,Plantago lanceolata L.,i
Eudicots,Plantaginaceae,Plantago leptostachys Hook.f.,
Eudicots,Plantaginaceae,Plantago major L.,i
Eudicots,Plantaginaceae,Plantago paradoxa Hook.f.,
Eudicots,Plantaginaceae,Plantago tasmanica Hook.f. var. tasmanica,
Eudicots,Plantaginaceae,Plantago tasmanica var. archeri (Hook.f.) W.M.Curtis,
Eudicots,Plantaginaceae,Plantago varia R.Br.,
Eudicots,Plantaginaceae,Veronica arvensis L.,i
Eudicots,Plantaginaceae,Veronica calycina R.Br.,
Eudicots,Plantaginaceae,Veronica ciliolata subsp. fiordensis (Ashwin) Meudt,
Eudicots,Plantaginaceae,Veronica continua B.G.Briggs,
Eudicots,Plantaginaceae,Veronica derwentiana Andrews subsp. derwentiana,
Eudicots,Plantaginaceae,Veronica elliptica G.Forst.,i
Eudicots,Plantaginaceae,Veronica formosa R.Br.,
Eudicots,Plantaginaceae,Veronica gracilis R.Br.,
Eudicots,Plantaginaceae,Veronica hederifolia L.,i
Eudicots,Plantaginaceae,Veronica nivea Lindl.,
Eudicots,Plantaginaceae,Veronica notabilis F.Muell. ex Benth.,
Eudicots,Plantaginaceae,Veronica novae-hollandiae Poir.,
Eudicots,Plantaginaceae,Veronica persica Poir.,i
Eudicots,Plantaginaceae,Veronica plebeia R.Br.,
Eudicots,Plantaginaceae,Veronica scutellata L.,i
Eudicots,Plantaginaceae,Veronica serpyllifolia L.,i
Eudicots,Plumbaginaceae,Limonium australe (R.Br.) Kuntze var. australe,
Eudicots,Plumbaginaceae,Limonium australe var. baudinii (Lincz.) A.M.Gray,
Eudicots,Plumbaginaceae,Limonium sinuatum (L.) Mill.,i
Eudicots,Polemoniaceae,Navarretia squarrosa (Eschsch.) Hook. & Arn.,i
Eudicots,Polygalaceae,Comesperma calymega Labill.,
Eudicots,Polygalaceae,Comesperma defoliatum F.Muell.,
Eudicots,Polygalaceae,Comesperma ericinum DC.,
Eudicots,Polygalaceae,Comesperma retusum Labill.,
Eudicots,Polygalaceae,Comesperma volubile Labill.,
Eudicots,Polygalaceae,Polygala myrtifolia L.,i
Eudicots,Polygalaceae,Polygala vulgaris L.,i
Eudicots,Polygonaceae,Acetosa sagittata (Thunb.) L.A.S.Johnson & B.G.Briggs,i
Eudicots,Polygonaceae,Acetosella vulgaris Fourr.,i
Eudicots,Polygonaceae,Emex australis Steinh.,i
Eudicots,Polygonaceae,Fallopia convolvulus (L.) Á.Löve,i
Eudicots,Polygonaceae,Muehlenbeckia adpressa (Labill.) Meisn.,
Eudicots,Polygonaceae,Muehlenbeckia axillaris (Hook.f.) Endl.,
Eudicots,Polygonaceae,Muehlenbeckia gunnii (Hook.f.) Endl.,
Eudicots,Polygonaceae,Persicaria capitata (Buch.-Ham. ex D.Don) H.Gross,i
Eudicots,Polygonaceae,Persicaria decipiens (R.Br.) K.L.Wilson,
Eudicots,Polygonaceae,Persicaria hydropiper (L.) Delarbre,
Eudicots,Polygonaceae,Persicaria lapathifolia (L.) Delarbre,i
Eudicots,Polygonaceae,Persicaria maculosa Gray,i
Eudicots,Polygonaceae,Persicaria praetermissa (Hook.f.) H.Hara,
Eudicots,Polygonaceae,Persicaria prostrata (R.Br.) Soják,?i
Eudicots,Polygonaceae,Persicaria subsessilis (R.Br.) K.L.Wilson,
Eudicots,Polygonaceae,Polygonum arenastrum Jord. ex Boreau,i
Eudicots,Polygonaceae,Polygonum aviculare L.,i
Eudicots,Polygonaceae,Reynoutria japonica Houtt.,i
Eudicots,Polygonaceae,Rumex bidens R.Br.,
Eudicots,Polygonaceae,Rumex brownii Campd.,
Eudicots,Polygonaceae,Rumex conglomeratus Murray,i
Eudicots,Polygonaceae,Rumex crispus L.,i
Eudicots,Polygonaceae,Rumex dumosus A.Cunn. ex Meisn.,
Eudicots,Polygonaceae,Rumex obtusifolius L.,i
Eudicots,Polygonaceae,Rumex pulcher L. subsp. pulcher,i
Eudicots,Portulacaceae,Portulaca oleracea L.,
Eudicots,Primulaceae,Lysimachia arvensis (L.) U.Manns & Anderb.,i
Eudicots,Primulaceae,Lysimachia nummularia L.,i
Eudicots,Primulaceae,Samolus repens (J.R.Forst. & G.Forst.) Pers. var. repens,
Eudicots,Proteaceae,Agastachys odorata R.Br.,
Eudicots,Proteaceae,Banksia marginata Cav.,
Eudicots,Proteaceae,Banksia serrata L.f.,
Eudicots,Proteaceae,Bellendena montana R.Br.,
Eudicots,Proteaceae,Cenarrhenes nitida Labill.,
Eudicots,Proteaceae,Conospermum hookeri (Meisn.) E.M.Benn.,
Eudicots,Proteaceae,Grevillea australis R.Br.,
Eudicots,Proteaceae,Grevillea hybrids,i
Eudicots,Proteaceae,Hakea decurrens subsp. physocarpa W.R.Barker,
Eudicots,Proteaceae,Hakea decurrens subsp. platytaenia W.R.Barker,
Eudicots,Proteaceae,Hakea epiglottis Labill. subsp. epiglottis,
Eudicots,Proteaceae,Hakea epiglottis subsp. milliganii (Meisn.) R.M.Barker,
Eudicots,Proteaceae,Hakea laurina R.Br.,i
Eudicots,Proteaceae,Hakea lissosperma R.Br.,
Eudicots,Proteaceae,Hakea megadenia R.M.Barker,
Eudicots,Proteaceae,Hakea microcarpa R.Br.,
Eudicots,Proteaceae,Hakea nodosa R.Br.,
Eudicots,Proteaceae,Hakea salicifolia (Vent.) B.L.Burtt subsp. salicifolia,i
Eudicots,Proteaceae,Hakea teretifolia subsp. hirsuta (Endl.) R.M.Barker,
Eudicots,Proteaceae,Hakea ulicina R.Br.,
Eudicots,Proteaceae,Isopogon ceratophyllus R.Br.,
Eudicots,Proteaceae,Lomatia fraseri R.Br.,i
Eudicots,Proteaceae,Lomatia polymorpha R.Br.,
Eudicots,Proteaceae,Lomatia tasmanica W.M.Curtis,
Eudicots,Proteaceae,Lomatia tinctoria (Labill.) R.Br.,
Eudicots,Proteaceae,Orites acicularis (R.Br.) Roem. & Schult.,
Eudicots,Proteaceae,Orites diversifolius R.Br.,
Eudicots,Proteaceae,Orites milliganii Meisn.,
Eudicots,Proteaceae,Orites revolutus R.Br.,
Eudicots,Proteaceae,Persoonia gunnii Hook.f.,
Eudicots,Proteaceae,Persoonia juniperina Labill.,
Eudicots,Proteaceae,Persoonia moscalii Orchard,
Eudicots,Proteaceae,Persoonia muelleri (P.Parm.) Orchard subsp. muelleri,
Eudicots,Proteaceae,Persoonia muelleri subsp. angustifolia (Benth.) L.A.S.Johnson & P.H.Weston,
Eudicots,Proteaceae,Persoonia muelleri subsp. densifolia (Orchard) L.A.S.Johnson & P.H.Weston,
